uniqueid,bank_account
uniqueid_12026 x Rwanda,No
uniqueid_9522 x Rwanda,Yes
uniqueid_12223 x Rwanda,Yes
uniqueid_10081 x Rwanda,No
uniqueid_12462 x Rwanda,No
uniqueid_9971 x Rwanda,Yes
uniqueid_10952 x Rwanda,Yes
uniqueid_9831 x Rwanda,No
uniqueid_10020 x Rwanda,No
uniqueid_11480 x Rwanda,No
uniqueid_9549 x Rwanda,No
uniqueid_12238 x Rwanda,No
uniqueid_9922 x Rwanda,No
uniqueid_10381 x Rwanda,No
uniqueid_8818 x Rwanda,No
uniqueid_10240 x Rwanda,No
uniqueid_12061 x Rwanda,Yes
uniqueid_11969 x Rwanda,Yes
uniqueid_9987 x Rwanda,Yes
uniqueid_10653 x Rwanda,Yes
uniqueid_10203 x Rwanda,Yes
uniqueid_11407 x Rwanda,Yes
uniqueid_9941 x Rwanda,No
uniqueid_12410 x Rwanda,No
uniqueid_10931 x Rwanda,Yes
uniqueid_10770 x Rwanda,Yes
uniqueid_12029 x Rwanda,No
uniqueid_12076 x Rwanda,Yes
uniqueid_10304 x Rwanda,Yes
uniqueid_9430 x Rwanda,No
uniqueid_9732 x Rwanda,No
uniqueid_9019 x Rwanda,No
uniqueid_12213 x Rwanda,Yes
uniqueid_11792 x Rwanda,No
uniqueid_11535 x Rwanda,No
uniqueid_9441 x Rwanda,No
uniqueid_8880 x Rwanda,Yes
uniqueid_12049 x Rwanda,No
uniqueid_10049 x Rwanda,No
uniqueid_10593 x Rwanda,Yes
uniqueid_11183 x Rwanda,Yes
uniqueid_11495 x Rwanda,Yes
uniqueid_10820 x Rwanda,Yes
uniqueid_10082 x Rwanda,No
uniqueid_12080 x Rwanda,Yes
uniqueid_12355 x Rwanda,Yes
uniqueid_9644 x Rwanda,No
uniqueid_10523 x Rwanda,Yes
uniqueid_12143 x Rwanda,Yes
uniqueid_8782 x Rwanda,No
uniqueid_10677 x Rwanda,No
uniqueid_10599 x Rwanda,Yes
uniqueid_10546 x Rwanda,Yes
uniqueid_9708 x Rwanda,No
uniqueid_11198 x Rwanda,Yes
uniqueid_12103 x Rwanda,No
uniqueid_11305 x Rwanda,Yes
uniqueid_9418 x Rwanda,Yes
uniqueid_12378 x Rwanda,Yes
uniqueid_9655 x Rwanda,Yes
uniqueid_9426 x Rwanda,Yes
uniqueid_11010 x Rwanda,Yes
uniqueid_11081 x Rwanda,Yes
uniqueid_9262 x Rwanda,Yes
uniqueid_9714 x Rwanda,Yes
uniqueid_11283 x Rwanda,Yes
uniqueid_11520 x Rwanda,No
uniqueid_10261 x Rwanda,Yes
uniqueid_9741 x Rwanda,Yes
uniqueid_10870 x Rwanda,No
uniqueid_12113 x Rwanda,No
uniqueid_10485 x Rwanda,No
uniqueid_9537 x Rwanda,Yes
uniqueid_9172 x Rwanda,Yes
uniqueid_10350 x Rwanda,Yes
uniqueid_11722 x Rwanda,Yes
uniqueid_10084 x Rwanda,No
uniqueid_9807 x Rwanda,No
uniqueid_10899 x Rwanda,Yes
uniqueid_10897 x Rwanda,No
uniqueid_11978 x Rwanda,Yes
uniqueid_9052 x Rwanda,Yes
uniqueid_11297 x Rwanda,No
uniqueid_8819 x Rwanda,No
uniqueid_11664 x Rwanda,Yes
uniqueid_9482 x Rwanda,No
uniqueid_10884 x Rwanda,Yes
uniqueid_10988 x Rwanda,No
uniqueid_11269 x Rwanda,Yes
uniqueid_9362 x Rwanda,Yes
uniqueid_10149 x Rwanda,Yes
uniqueid_11000 x Rwanda,Yes
uniqueid_11304 x Rwanda,Yes
uniqueid_8778 x Rwanda,No
uniqueid_10739 x Rwanda,Yes
uniqueid_11087 x Rwanda,No
uniqueid_10738 x Rwanda,No
uniqueid_11374 x Rwanda,No
uniqueid_9867 x Rwanda,No
uniqueid_9175 x Rwanda,No
uniqueid_11540 x Rwanda,Yes
uniqueid_10703 x Rwanda,Yes
uniqueid_11932 x Rwanda,Yes
uniqueid_10099 x Rwanda,Yes
uniqueid_9067 x Rwanda,Yes
uniqueid_10760 x Rwanda,No
uniqueid_8920 x Rwanda,No
uniqueid_9806 x Rwanda,No
uniqueid_9243 x Rwanda,Yes
uniqueid_10172 x Rwanda,Yes
uniqueid_9907 x Rwanda,Yes
uniqueid_11451 x Rwanda,Yes
uniqueid_9505 x Rwanda,Yes
uniqueid_10425 x Rwanda,Yes
uniqueid_11250 x Rwanda,Yes
uniqueid_10991 x Rwanda,Yes
uniqueid_10103 x Rwanda,Yes
uniqueid_10825 x Rwanda,Yes
uniqueid_9200 x Rwanda,Yes
uniqueid_11615 x Rwanda,Yes
uniqueid_11509 x Rwanda,Yes
uniqueid_12468 x Rwanda,No
uniqueid_10115 x Rwanda,Yes
uniqueid_10706 x Rwanda,Yes
uniqueid_11844 x Rwanda,No
uniqueid_9363 x Rwanda,Yes
uniqueid_12353 x Rwanda,No
uniqueid_11877 x Rwanda,Yes
uniqueid_12127 x Rwanda,Yes
uniqueid_9189 x Rwanda,Yes
uniqueid_10766 x Rwanda,Yes
uniqueid_10431 x Rwanda,No
uniqueid_10885 x Rwanda,No
uniqueid_10462 x Rwanda,Yes
uniqueid_9841 x Rwanda,Yes
uniqueid_9900 x Rwanda,Yes
uniqueid_9462 x Rwanda,No
uniqueid_11333 x Rwanda,Yes
uniqueid_9527 x Rwanda,No
uniqueid_10850 x Rwanda,Yes
uniqueid_11818 x Rwanda,Yes
uniqueid_9330 x Rwanda,Yes
uniqueid_9433 x Rwanda,No
uniqueid_10675 x Rwanda,No
uniqueid_12126 x Rwanda,Yes
uniqueid_10558 x Rwanda,Yes
uniqueid_9501 x Rwanda,Yes
uniqueid_11170 x Rwanda,Yes
uniqueid_9903 x Rwanda,Yes
uniqueid_11698 x Rwanda,Yes
uniqueid_12086 x Rwanda,Yes
uniqueid_9513 x Rwanda,No
uniqueid_9389 x Rwanda,No
uniqueid_11534 x Rwanda,Yes
uniqueid_10145 x Rwanda,Yes
uniqueid_9142 x Rwanda,Yes
uniqueid_11816 x Rwanda,Yes
uniqueid_11295 x Rwanda,Yes
uniqueid_10525 x Rwanda,No
uniqueid_11726 x Rwanda,Yes
uniqueid_11701 x Rwanda,Yes
uniqueid_9263 x Rwanda,No
uniqueid_12368 x Rwanda,No
uniqueid_12316 x Rwanda,No
uniqueid_9553 x Rwanda,Yes
uniqueid_10745 x Rwanda,No
uniqueid_11553 x Rwanda,Yes
uniqueid_11878 x Rwanda,Yes
uniqueid_11306 x Rwanda,No
uniqueid_8786 x Rwanda,No
uniqueid_12179 x Rwanda,No
uniqueid_9764 x Rwanda,Yes
uniqueid_9857 x Rwanda,Yes
uniqueid_11339 x Rwanda,Yes
uniqueid_11344 x Rwanda,Yes
uniqueid_10914 x Rwanda,Yes
uniqueid_9520 x Rwanda,Yes
uniqueid_10470 x Rwanda,No
uniqueid_11475 x Rwanda,Yes
uniqueid_11235 x Rwanda,Yes
uniqueid_10925 x Rwanda,No
uniqueid_10283 x Rwanda,No
uniqueid_9661 x Rwanda,Yes
uniqueid_10377 x Rwanda,No
uniqueid_10929 x Rwanda,Yes
uniqueid_8878 x Rwanda,Yes
uniqueid_11853 x Rwanda,No
uniqueid_10275 x Rwanda,No
uniqueid_11043 x Rwanda,Yes
uniqueid_9833 x Rwanda,No
uniqueid_11389 x Rwanda,No
uniqueid_8774 x Rwanda,Yes
uniqueid_12178 x Rwanda,No
uniqueid_11800 x Rwanda,Yes
uniqueid_10360 x Rwanda,Yes
uniqueid_11822 x Rwanda,Yes
uniqueid_11865 x Rwanda,Yes
uniqueid_9696 x Rwanda,No
uniqueid_11617 x Rwanda,No
uniqueid_10511 x Rwanda,Yes
uniqueid_10886 x Rwanda,No
uniqueid_9347 x Rwanda,No
uniqueid_8891 x Rwanda,Yes
uniqueid_11004 x Rwanda,No
uniqueid_10704 x Rwanda,Yes
uniqueid_10569 x Rwanda,No
uniqueid_9072 x Rwanda,Yes
uniqueid_10780 x Rwanda,Yes
uniqueid_11460 x Rwanda,No
uniqueid_11574 x Rwanda,No
uniqueid_11427 x Rwanda,No
uniqueid_8822 x Rwanda,Yes
uniqueid_11239 x Rwanda,Yes
uniqueid_8940 x Rwanda,No
uniqueid_11430 x Rwanda,Yes
uniqueid_11605 x Rwanda,Yes
uniqueid_10573 x Rwanda,No
uniqueid_10430 x Rwanda,Yes
uniqueid_11118 x Rwanda,Yes
uniqueid_11463 x Rwanda,No
uniqueid_11331 x Rwanda,No
uniqueid_8972 x Rwanda,Yes
uniqueid_9616 x Rwanda,Yes
uniqueid_11517 x Rwanda,Yes
uniqueid_9523 x Rwanda,Yes
uniqueid_8900 x Rwanda,Yes
uniqueid_9244 x Rwanda,No
uniqueid_11191 x Rwanda,No
uniqueid_10416 x Rwanda,No
uniqueid_9633 x Rwanda,Yes
uniqueid_11975 x Rwanda,Yes
uniqueid_11782 x Rwanda,No
uniqueid_10423 x Rwanda,No
uniqueid_9151 x Rwanda,No
uniqueid_12384 x Rwanda,No
uniqueid_10583 x Rwanda,No
uniqueid_9623 x Rwanda,Yes
uniqueid_10916 x Rwanda,Yes
uniqueid_10678 x Rwanda,Yes
uniqueid_10181 x Rwanda,Yes
uniqueid_10438 x Rwanda,Yes
uniqueid_10045 x Rwanda,Yes
uniqueid_11560 x Rwanda,Yes
uniqueid_12367 x Rwanda,No
uniqueid_10730 x Rwanda,No
uniqueid_8788 x Rwanda,No
uniqueid_12422 x Rwanda,Yes
uniqueid_10521 x Rwanda,Yes
uniqueid_11398 x Rwanda,Yes
uniqueid_10977 x Rwanda,No
uniqueid_9502 x Rwanda,No
uniqueid_9148 x Rwanda,No
uniqueid_11058 x Rwanda,No
uniqueid_12067 x Rwanda,Yes
uniqueid_8980 x Rwanda,No
uniqueid_10571 x Rwanda,No
uniqueid_11477 x Rwanda,No
uniqueid_10298 x Rwanda,Yes
uniqueid_10652 x Rwanda,Yes
uniqueid_9271 x Rwanda,Yes
uniqueid_12051 x Rwanda,No
uniqueid_9597 x Rwanda,No
uniqueid_10448 x Rwanda,No
uniqueid_11691 x Rwanda,No
uniqueid_11883 x Rwanda,No
uniqueid_10992 x Rwanda,Yes
uniqueid_11433 x Rwanda,Yes
uniqueid_12056 x Rwanda,Yes
uniqueid_9852 x Rwanda,Yes
uniqueid_10165 x Rwanda,Yes
uniqueid_10566 x Rwanda,Yes
uniqueid_12393 x Rwanda,Yes
uniqueid_10325 x Rwanda,Yes
uniqueid_8888 x Rwanda,Yes
uniqueid_11078 x Rwanda,Yes
uniqueid_11485 x Rwanda,No
uniqueid_9140 x Rwanda,No
uniqueid_9475 x Rwanda,Yes
uniqueid_10334 x Rwanda,No
uniqueid_8859 x Rwanda,Yes
uniqueid_8866 x Rwanda,Yes
uniqueid_11658 x Rwanda,No
uniqueid_11795 x Rwanda,No
uniqueid_10397 x Rwanda,No
uniqueid_9915 x Rwanda,Yes
uniqueid_11104 x Rwanda,No
uniqueid_11037 x Rwanda,Yes
uniqueid_9029 x Rwanda,No
uniqueid_11743 x Rwanda,Yes
uniqueid_8860 x Rwanda,No
uniqueid_11821 x Rwanda,Yes
uniqueid_9163 x Rwanda,No
uniqueid_12009 x Rwanda,Yes
uniqueid_10088 x Rwanda,No
uniqueid_9068 x Rwanda,No
uniqueid_10660 x Rwanda,Yes
uniqueid_10309 x Rwanda,Yes
uniqueid_11032 x Rwanda,Yes
uniqueid_8977 x Rwanda,Yes
uniqueid_9254 x Rwanda,Yes
uniqueid_11051 x Rwanda,Yes
uniqueid_11067 x Rwanda,Yes
uniqueid_9213 x Rwanda,Yes
uniqueid_10969 x Rwanda,No
uniqueid_9341 x Rwanda,Yes
uniqueid_12418 x Rwanda,No
uniqueid_10371 x Rwanda,No
uniqueid_8869 x Rwanda,Yes
uniqueid_9800 x Rwanda,No
uniqueid_10509 x Rwanda,No
uniqueid_12394 x Rwanda,Yes
uniqueid_11780 x Rwanda,No
uniqueid_9879 x Rwanda,No
uniqueid_9398 x Rwanda,Yes
uniqueid_10690 x Rwanda,Yes
uniqueid_10421 x Rwanda,Yes
uniqueid_11145 x Rwanda,No
uniqueid_9541 x Rwanda,Yes
uniqueid_11627 x Rwanda,Yes
uniqueid_8853 x Rwanda,No
uniqueid_9188 x Rwanda,Yes
uniqueid_9618 x Rwanda,No
uniqueid_11851 x Rwanda,No
uniqueid_10457 x Rwanda,Yes
uniqueid_11620 x Rwanda,Yes
uniqueid_11699 x Rwanda,Yes
uniqueid_10944 x Rwanda,No
uniqueid_9719 x Rwanda,No
uniqueid_9004 x Rwanda,Yes
uniqueid_10063 x Rwanda,Yes
uniqueid_10955 x Rwanda,Yes
uniqueid_8809 x Rwanda,Yes
uniqueid_9927 x Rwanda,Yes
uniqueid_12039 x Rwanda,No
uniqueid_9382 x Rwanda,Yes
uniqueid_11570 x Rwanda,No
uniqueid_11436 x Rwanda,No
uniqueid_10983 x Rwanda,No
uniqueid_9335 x Rwanda,Yes
uniqueid_10284 x Rwanda,Yes
uniqueid_9972 x Rwanda,Yes
uniqueid_9945 x Rwanda,No
uniqueid_11545 x Rwanda,Yes
uniqueid_9880 x Rwanda,Yes
uniqueid_8949 x Rwanda,Yes
uniqueid_9536 x Rwanda,Yes
uniqueid_9713 x Rwanda,Yes
uniqueid_9917 x Rwanda,Yes
uniqueid_12008 x Rwanda,Yes
uniqueid_11588 x Rwanda,Yes
uniqueid_12224 x Rwanda,Yes
uniqueid_10139 x Rwanda,Yes
uniqueid_9628 x Rwanda,Yes
uniqueid_10915 x Rwanda,Yes
uniqueid_9202 x Rwanda,No
uniqueid_11337 x Rwanda,Yes
uniqueid_9963 x Rwanda,No
uniqueid_9317 x Rwanda,No
uniqueid_10547 x Rwanda,Yes
uniqueid_11243 x Rwanda,No
uniqueid_10340 x Rwanda,No
uniqueid_9924 x Rwanda,Yes
uniqueid_8991 x Rwanda,Yes
uniqueid_9236 x Rwanda,Yes
uniqueid_9241 x Rwanda,No
uniqueid_10220 x Rwanda,Yes
uniqueid_10629 x Rwanda,Yes
uniqueid_10733 x Rwanda,No
uniqueid_12264 x Rwanda,Yes
uniqueid_11056 x Rwanda,Yes
uniqueid_12247 x Rwanda,Yes
uniqueid_9380 x Rwanda,No
uniqueid_11490 x Rwanda,No
uniqueid_11139 x Rwanda,Yes
uniqueid_11140 x Rwanda,Yes
uniqueid_10391 x Rwanda,Yes
uniqueid_10721 x Rwanda,Yes
uniqueid_9220 x Rwanda,Yes
uniqueid_10903 x Rwanda,Yes
uniqueid_10439 x Rwanda,Yes
uniqueid_11753 x Rwanda,Yes
uniqueid_12282 x Rwanda,Yes
uniqueid_10001 x Rwanda,No
uniqueid_10434 x Rwanda,Yes
uniqueid_11548 x Rwanda,Yes
uniqueid_9888 x Rwanda,Yes
uniqueid_9093 x Rwanda,Yes
uniqueid_10567 x Rwanda,Yes
uniqueid_10499 x Rwanda,No
uniqueid_9319 x Rwanda,Yes
uniqueid_10137 x Rwanda,Yes
uniqueid_11734 x Rwanda,Yes
uniqueid_10483 x Rwanda,Yes
uniqueid_11194 x Rwanda,Yes
uniqueid_10251 x Rwanda,Yes
uniqueid_11274 x Rwanda,Yes
uniqueid_11300 x Rwanda,No
uniqueid_11320 x Rwanda,No
uniqueid_11488 x Rwanda,Yes
uniqueid_11473 x Rwanda,No
uniqueid_11768 x Rwanda,Yes
uniqueid_10018 x Rwanda,No
uniqueid_12402 x Rwanda,Yes
uniqueid_10602 x Rwanda,Yes
uniqueid_10197 x Rwanda,No
uniqueid_12262 x Rwanda,Yes
uniqueid_11054 x Rwanda,Yes
uniqueid_11112 x Rwanda,Yes
uniqueid_12265 x Rwanda,Yes
uniqueid_9577 x Rwanda,No
uniqueid_9939 x Rwanda,No
uniqueid_11085 x Rwanda,Yes
uniqueid_11278 x Rwanda,Yes
uniqueid_9377 x Rwanda,Yes
uniqueid_9407 x Rwanda,No
uniqueid_10882 x Rwanda,Yes
uniqueid_9643 x Rwanda,No
uniqueid_11115 x Rwanda,Yes
uniqueid_10218 x Rwanda,Yes
uniqueid_9442 x Rwanda,No
uniqueid_12263 x Rwanda,No
uniqueid_8837 x Rwanda,Yes
uniqueid_12114 x Rwanda,Yes
uniqueid_12289 x Rwanda,No
uniqueid_10255 x Rwanda,Yes
uniqueid_12123 x Rwanda,No
uniqueid_9848 x Rwanda,Yes
uniqueid_10702 x Rwanda,No
uniqueid_10623 x Rwanda,No
uniqueid_11514 x Rwanda,No
uniqueid_12097 x Rwanda,Yes
uniqueid_11912 x Rwanda,Yes
uniqueid_11313 x Rwanda,No
uniqueid_9083 x Rwanda,Yes
uniqueid_11528 x Rwanda,Yes
uniqueid_11735 x Rwanda,Yes
uniqueid_8947 x Rwanda,No
uniqueid_11716 x Rwanda,No
uniqueid_8890 x Rwanda,No
uniqueid_9805 x Rwanda,No
uniqueid_10369 x Rwanda,Yes
uniqueid_9420 x Rwanda,No
uniqueid_9183 x Rwanda,Yes
uniqueid_10597 x Rwanda,Yes
uniqueid_9255 x Rwanda,Yes
uniqueid_10267 x Rwanda,No
uniqueid_12087 x Rwanda,No
uniqueid_9826 x Rwanda,Yes
uniqueid_12458 x Rwanda,Yes
uniqueid_11992 x Rwanda,Yes
uniqueid_10012 x Rwanda,No
uniqueid_10595 x Rwanda,No
uniqueid_9954 x Rwanda,Yes
uniqueid_9106 x Rwanda,No
uniqueid_9064 x Rwanda,No
uniqueid_9027 x Rwanda,No
uniqueid_10354 x Rwanda,Yes
uniqueid_11100 x Rwanda,No
uniqueid_10368 x Rwanda,No
uniqueid_11420 x Rwanda,No
uniqueid_9022 x Rwanda,Yes
uniqueid_9040 x Rwanda,No
uniqueid_9014 x Rwanda,No
uniqueid_11168 x Rwanda,Yes
uniqueid_11950 x Rwanda,No
uniqueid_10150 x Rwanda,No
uniqueid_11439 x Rwanda,No
uniqueid_11557 x Rwanda,No
uniqueid_9034 x Rwanda,No
uniqueid_9510 x Rwanda,No
uniqueid_9350 x Rwanda,No
uniqueid_11591 x Rwanda,Yes
uniqueid_11874 x Rwanda,No
uniqueid_8793 x Rwanda,Yes
uniqueid_9108 x Rwanda,No
uniqueid_9745 x Rwanda,No
uniqueid_11625 x Rwanda,No
uniqueid_12228 x Rwanda,No
uniqueid_10536 x Rwanda,Yes
uniqueid_11042 x Rwanda,No
uniqueid_11940 x Rwanda,No
uniqueid_11709 x Rwanda,No
uniqueid_10782 x Rwanda,No
uniqueid_12133 x Rwanda,No
uniqueid_9893 x Rwanda,Yes
uniqueid_11885 x Rwanda,No
uniqueid_10939 x Rwanda,Yes
uniqueid_11805 x Rwanda,No
uniqueid_10474 x Rwanda,No
uniqueid_9499 x Rwanda,Yes
uniqueid_11019 x Rwanda,No
uniqueid_11784 x Rwanda,Yes
uniqueid_11979 x Rwanda,No
uniqueid_10933 x Rwanda,No
uniqueid_11806 x Rwanda,No
uniqueid_12317 x Rwanda,No
uniqueid_9197 x Rwanda,No
uniqueid_11350 x Rwanda,No
uniqueid_9815 x Rwanda,No
uniqueid_9453 x Rwanda,No
uniqueid_9782 x Rwanda,No
uniqueid_9639 x Rwanda,No
uniqueid_10904 x Rwanda,No
uniqueid_8666 x Rwanda,No
uniqueid_9641 x Rwanda,No
uniqueid_10872 x Rwanda,Yes
uniqueid_11544 x Rwanda,Yes
uniqueid_11893 x Rwanda,No
uniqueid_11348 x Rwanda,No
uniqueid_9673 x Rwanda,No
uniqueid_12180 x Rwanda,No
uniqueid_9409 x Rwanda,No
uniqueid_10953 x Rwanda,Yes
uniqueid_9201 x Rwanda,No
uniqueid_10506 x Rwanda,No
uniqueid_9786 x Rwanda,No
uniqueid_11343 x Rwanda,No
uniqueid_11242 x Rwanda,No
uniqueid_8547 x Rwanda,No
uniqueid_8889 x Rwanda,Yes
uniqueid_8585 x Rwanda,No
uniqueid_11268 x Rwanda,No
uniqueid_11646 x Rwanda,No
uniqueid_12075 x Rwanda,Yes
uniqueid_10686 x Rwanda,No
uniqueid_10528 x Rwanda,No
uniqueid_12055 x Rwanda,No
uniqueid_12197 x Rwanda,No
uniqueid_10529 x Rwanda,No
uniqueid_12186 x Rwanda,No
uniqueid_11562 x Rwanda,No
uniqueid_12361 x Rwanda,No
uniqueid_11435 x Rwanda,No
uniqueid_11230 x Rwanda,No
uniqueid_11849 x Rwanda,No
uniqueid_10404 x Rwanda,Yes
uniqueid_11101 x Rwanda,No
uniqueid_9545 x Rwanda,No
uniqueid_9635 x Rwanda,No
uniqueid_10797 x Rwanda,No
uniqueid_10918 x Rwanda,No
uniqueid_9983 x Rwanda,No
uniqueid_12229 x Rwanda,Yes
uniqueid_9506 x Rwanda,No
uniqueid_12292 x Rwanda,Yes
uniqueid_12194 x Rwanda,No
uniqueid_12283 x Rwanda,No
uniqueid_12280 x Rwanda,No
uniqueid_9671 x Rwanda,No
uniqueid_11955 x Rwanda,No
uniqueid_10829 x Rwanda,No
uniqueid_10650 x Rwanda,Yes
uniqueid_10839 x Rwanda,No
uniqueid_10468 x Rwanda,No
uniqueid_11599 x Rwanda,No
uniqueid_10928 x Rwanda,No
uniqueid_9010 x Rwanda,No
uniqueid_9338 x Rwanda,No
uniqueid_8994 x Rwanda,No
uniqueid_9294 x Rwanda,No
uniqueid_11813 x Rwanda,Yes
uniqueid_12066 x Rwanda,No
uniqueid_8592 x Rwanda,No
uniqueid_10814 x Rwanda,Yes
uniqueid_10044 x Rwanda,Yes
uniqueid_10646 x Rwanda,No
uniqueid_11608 x Rwanda,Yes
uniqueid_10540 x Rwanda,Yes
uniqueid_9038 x Rwanda,Yes
uniqueid_11871 x Rwanda,Yes
uniqueid_9006 x Rwanda,Yes
uniqueid_11263 x Rwanda,No
uniqueid_8864 x Rwanda,Yes
uniqueid_12278 x Rwanda,No
uniqueid_10437 x Rwanda,No
uniqueid_12165 x Rwanda,Yes
uniqueid_9194 x Rwanda,No
uniqueid_11706 x Rwanda,No
uniqueid_11232 x Rwanda,No
uniqueid_12329 x Rwanda,Yes
uniqueid_9216 x Rwanda,Yes
uniqueid_9123 x Rwanda,No
uniqueid_10427 x Rwanda,Yes
uniqueid_11539 x Rwanda,No
uniqueid_11192 x Rwanda,No
uniqueid_10800 x Rwanda,Yes
uniqueid_9984 x Rwanda,No
uniqueid_10759 x Rwanda,No
uniqueid_11676 x Rwanda,No
uniqueid_8637 x Rwanda,No
uniqueid_11700 x Rwanda,No
uniqueid_8930 x Rwanda,No
uniqueid_10695 x Rwanda,No
uniqueid_11029 x Rwanda,No
uniqueid_11352 x Rwanda,No
uniqueid_11673 x Rwanda,No
uniqueid_12122 x Rwanda,No
uniqueid_9346 x Rwanda,No
uniqueid_11226 x Rwanda,No
uniqueid_10680 x Rwanda,No
uniqueid_11790 x Rwanda,No
uniqueid_8627 x Rwanda,No
uniqueid_9965 x Rwanda,No
uniqueid_11684 x Rwanda,Yes
uniqueid_11330 x Rwanda,No
uniqueid_11573 x Rwanda,No
uniqueid_8628 x Rwanda,Yes
uniqueid_10412 x Rwanda,No
uniqueid_9229 x Rwanda,Yes
uniqueid_12028 x Rwanda,No
uniqueid_10995 x Rwanda,Yes
uniqueid_9039 x Rwanda,Yes
uniqueid_10484 x Rwanda,Yes
uniqueid_9875 x Rwanda,No
uniqueid_10724 x Rwanda,Yes
uniqueid_9332 x Rwanda,No
uniqueid_11568 x Rwanda,No
uniqueid_11318 x Rwanda,No
uniqueid_10621 x Rwanda,No
uniqueid_9530 x Rwanda,No
uniqueid_9839 x Rwanda,Yes
uniqueid_12144 x Rwanda,No
uniqueid_11567 x Rwanda,No
uniqueid_10393 x Rwanda,No
uniqueid_10714 x Rwanda,Yes
uniqueid_9546 x Rwanda,Yes
uniqueid_11935 x Rwanda,No
uniqueid_11838 x Rwanda,No
uniqueid_11446 x Rwanda,No
uniqueid_10711 x Rwanda,Yes
uniqueid_11717 x Rwanda,No
uniqueid_11253 x Rwanda,No
uniqueid_8612 x Rwanda,Yes
uniqueid_8620 x Rwanda,No
uniqueid_10456 x Rwanda,No
uniqueid_12201 x Rwanda,No
uniqueid_10656 x Rwanda,Yes
uniqueid_11579 x Rwanda,No
uniqueid_11592 x Rwanda,No
uniqueid_12068 x Rwanda,Yes
uniqueid_10932 x Rwanda,Yes
uniqueid_11945 x Rwanda,No
uniqueid_10087 x Rwanda,No
uniqueid_10090 x Rwanda,No
uniqueid_12252 x Rwanda,No
uniqueid_10785 x Rwanda,Yes
uniqueid_12363 x Rwanda,No
uniqueid_8739 x Rwanda,No
uniqueid_9962 x Rwanda,No
uniqueid_11914 x Rwanda,No
uniqueid_9275 x Rwanda,Yes
uniqueid_8773 x Rwanda,Yes
uniqueid_11141 x Rwanda,Yes
uniqueid_8810 x Rwanda,Yes
uniqueid_8816 x Rwanda,Yes
uniqueid_11452 x Rwanda,No
uniqueid_8825 x Rwanda,No
uniqueid_9001 x Rwanda,Yes
uniqueid_8870 x Rwanda,No
uniqueid_11880 x Rwanda,Yes
uniqueid_8881 x Rwanda,Yes
uniqueid_9464 x Rwanda,No
uniqueid_8742 x Rwanda,Yes
uniqueid_12285 x Rwanda,No
uniqueid_11094 x Rwanda,No
uniqueid_8990 x Rwanda,No
uniqueid_11063 x Rwanda,No
uniqueid_11649 x Rwanda,No
uniqueid_9480 x Rwanda,No
uniqueid_8941 x Rwanda,No
uniqueid_12034 x Rwanda,No
uniqueid_8955 x Rwanda,No
uniqueid_8605 x Rwanda,Yes
uniqueid_10179 x Rwanda,No
uniqueid_8670 x Rwanda,No
uniqueid_10548 x Rwanda,No
uniqueid_9955 x Rwanda,No
uniqueid_9031 x Rwanda,No
uniqueid_9417 x Rwanda,No
uniqueid_10742 x Rwanda,No
uniqueid_12338 x Rwanda,No
uniqueid_10305 x Rwanda,No
uniqueid_11803 x Rwanda,No
uniqueid_11447 x Rwanda,No
uniqueid_9102 x Rwanda,Yes
uniqueid_9483 x Rwanda,No
uniqueid_12479 x Rwanda,Yes
uniqueid_8901 x Rwanda,No
uniqueid_10863 x Rwanda,Yes
uniqueid_10158 x Rwanda,No
uniqueid_10102 x Rwanda,No
uniqueid_10636 x Rwanda,No
uniqueid_9356 x Rwanda,No
uniqueid_9518 x Rwanda,No
uniqueid_8664 x Rwanda,No
uniqueid_8672 x Rwanda,Yes
uniqueid_9919 x Rwanda,No
uniqueid_12206 x Rwanda,Yes
uniqueid_10663 x Rwanda,Yes
uniqueid_10722 x Rwanda,No
uniqueid_12062 x Rwanda,No
uniqueid_9217 x Rwanda,No
uniqueid_9227 x Rwanda,No
uniqueid_8650 x Rwanda,Yes
uniqueid_10107 x Rwanda,No
uniqueid_9257 x Rwanda,No
uniqueid_11002 x Rwanda,No
uniqueid_9325 x Rwanda,No
uniqueid_11772 x Rwanda,No
uniqueid_9352 x Rwanda,Yes
uniqueid_10638 x Rwanda,No
uniqueid_10561 x Rwanda,No
uniqueid_10699 x Rwanda,No
uniqueid_8800 x Rwanda,No
uniqueid_11947 x Rwanda,No
uniqueid_11702 x Rwanda,Yes
uniqueid_10823 x Rwanda,No
uniqueid_9792 x Rwanda,No
uniqueid_11026 x Rwanda,No
uniqueid_11936 x Rwanda,No
uniqueid_11855 x Rwanda,Yes
uniqueid_11869 x Rwanda,No
uniqueid_9005 x Rwanda,No
uniqueid_12015 x Rwanda,Yes
uniqueid_10937 x Rwanda,No
uniqueid_10857 x Rwanda,No
uniqueid_11034 x Rwanda,No
uniqueid_11014 x Rwanda,No
uniqueid_10613 x Rwanda,No
uniqueid_10889 x Rwanda,No
uniqueid_8944 x Rwanda,No
uniqueid_11499 x Rwanda,No
uniqueid_9321 x Rwanda,No
uniqueid_9280 x Rwanda,No
uniqueid_12020 x Rwanda,No
uniqueid_8772 x Rwanda,No
uniqueid_10297 x Rwanda,Yes
uniqueid_11776 x Rwanda,No
